Artikelnummer,Bezeichnung,Online_Status,EAN,Kred_Artikelnummer,Warengruppe,Spalte7,Spalte8,Spalte9,Hauptkategorie,PG_Beschreibung,Marke,Modellnummer,Farbe,Saison,Herstellergröße,Zielgruppe,Rahmentyp,Radgröße,Akkukapazität,Absatz_Variabel,Absatz_30T,Absatz_7T,Bestand_verfügbar,Reichweite_JAHRE,Reichweite_MONATE,In_Auftrag,Offen,Nächster_Bestellzugang,Nächste_EK_Menge,Nächster_EK_Preis,Letzter_Einkaufspreis_Datum,Letzter_Einkaufspreis_Wert,Avg_EK,Umsatz_Var,DB_Var,Netto_Umsatz_7_Tage,Netto_Umsatz_30_Tage,DB_Pct_Var,Lagerwert,Retourquote,Erster_Zugang,Preis_Online,UVP,Rabattsatz,Kalkulation,BEMERKUNG,MINPRICE,MAXPRICE,Zyklus,Nachorder?
X0007958-1,SV15 Schlauch 28 Zoll - 40 mm,Nein/Nur in der Filiale Verfügbar,4026495099509,1432832000,T046,MC,K1314,E. Wiener Bike Parts GmbH,TZB,Schläuche,SCHWALBE,M000006402,schwarz,25,18/28-622/630,UN,,,0,,,,100,,,,75,2026-03-01,25,2.47,2026-03-31,2.4686,2.355429,,,0,0,,246.87,,2023-01-30,6.99,8.9,0.214607,2.8,MC-A-NOS,6.99,6.99,Discontinued,0
X0007959-1,AV17 Schlauch 28 Zoll - 40 mm,Nein/Nur in der Filiale Verfügbar,4026495098502,SB10429340,T046,MC,K1173,Paul Lange GmbH & Co. KG,TZB,Schläuche,SCHWALBE,M000006373,schwarz,25,28/47-622/635,UN,,,0,,,,0,,,,100,2026-03-01,25,2.39,2025-09-09,2.3944,2.307923,,,0,0,,0,,2023-01-31,6.99,8.9,0.214607,2.9,MC-AUSLAUF,6.99,6.99,Discontinued,0
X0007961-1,SV17 Schlauch 28 Zoll - 40 mm,JA,4026495098564,SB10429343,T046,MC,K1173,Paul Lange GmbH & Co. KG,TZB,Schläuche,SCHWALBE,M000006404,schwarz,25,28/47-622/635,UN,,,0,,,,183,,,43,,,,,2026-03-02,2.4685,2.473436,,,0,0,,567.38,,2023-01-31,6.99,8.9,0.214607,2.8,MC-A-NOS,6.99,6.99,Discontinued,0
X0007964-1,SV13F Freeride Schlauch 26 Zoll - 40 mm,JA,4026495478533,1432631200,T046,MC,K1314,E. Wiener Bike Parts GmbH,TZB,Schläuche,SCHWALBE,M000006399,schwarz,25,54/75-559,UN,,,0,,,,23,,,,,,,,2026-03-06,4.5604,4.491067,,,0,0,,104.42,,2023-01-30,9.99,12.9,0.225581,2.2,MC-A-NOS,9.99,9.99,Active,0
X0007966-1,SV6 Schlauch 20 Zoll - 40 mm,JA,4026495100144,1432031000,T046,MC,K1314,E. Wiener Bike Parts GmbH,TZB,Schläuche,SCHWALBE,M000006407,schwarz,25,28/40-406,UN,,,0,,,,24,,,,,,,,2026-01-15,2.4272,2.7424,,,0,0,,58.25,,2023-01-30,6.99,8.9,0.214607,2.9,MC-A-NOS,6.99,6.99,Discontinued,0
X0007968-1,DV7 Schlauch 20 Zoll - 40 mm,JA,4026495100182,SB10415611,T046,MC,K1173,Paul Lange GmbH & Co. KG,TZB,Schläuche,SCHWALBE,M000006389,schwarz,25,40/62-406,UN,,,0,,,,19,,,,,,,,2026-01-12,2.32,2.755,,,0,0,,44.08,,2023-01-30,6.99,8.9,0.214607,3,MC-A-NOS,6.99,6.99,Discontinued,0
X0007976-1,AV13 Schlauch 26 Zoll - 40 mm,JA,4026495099165,SB10425340,T046,MC,K1173,Paul Lange GmbH & Co. KG,TZB,Schläuche,SCHWALBE,M000006371,schwarz,25,40/62-559,UN,,,0,,,,47,,,3,25,2026-04-01,25,3.26,2024-06-03,2.4452,2.574541,,,0,0,,132.6,,2023-01-31,6.99,8.9,0.214607,2.9,MC-AUSLAUF-X,6.99,6.99,Discontinued,0
X0007977-1,DV13 Schlauch 26 Zoll - 40mm,JA,4026495099189,SB10425311,T046,MC,K1173,Paul Lange GmbH & Co. KG,TZB,Schläuche,SCHWALBE,M000006384,schwarz,25,40/62-559,UN,,,0,,,,43,,,,,,,,2023-05-05,2.7064,2.6163,,,0,0,,113.73,,2023-01-31,6.99,8.9,0.214607,2.6,MC-AUSLAUF-X,6.99,6.99,Discontinued,0
X0007980-1,SV15 Schlauch 28 Zoll - 60 mm,Nein/Nur in der Filiale Verfügbar,4026495099523,1432834000,T046,MC,K1314,E. Wiener Bike Parts GmbH,TZB,Schläuche,SCHWALBE,M000006403,schwarz,25,18/28-622/630,UN,,,0,,,,0,,,,75,2026-03-01,25,3.16,2025-09-09,3.162,2.921657,,,0,0,,0,,2023-01-30,6.99,9.9,0.293939,2.2,MC-AUSLAUF-X,6.99,6.99,Discontinued,0
X0007983-1,SV13 Schlauch 26 Zoll - 60 mm,JA,4026495099264,1432634000,T046,MC,K1314,E. Wiener Bike Parts GmbH,TZB,Schläuche,SCHWALBE,M000006398,schwarz,25,40/62-559,UN,,,0,,,,11,,,,,,,,2026-01-15,3.0448,3.2168,,,0,0,,33.49,,2024-01-30,6.99,9.9,0.293939,2.3,MC-A-NOS,6.99,6.99,Discontinued,0
X0007985-1,SV20 Extra Light Schlauch 28 Zoll - 60 mm,JA,4026495099745,1432832700,T046,MC,K1314,E. Wiener Bike Parts GmbH,TZB,Schläuche,SCHWALBE,M000006366,schwarz,25,18/25-622/630,UN,,,0,,,,26,,,,25,2026-04-01,25,4.27,2025-09-09,4.2684,3.542471,,,0,0,,104.4,,2023-01-30,9.99,11.9,0.160504,2.3,MC-A-NOS,9.99,9.99,Discontinued,0
X0007986-1,"SV19 Schlauch 27,5/29 Zoll - 40 mm",Nein/Nur in der Filiale Verfügbar,4026495099707,SB10430343,T046,MC,K1173,Paul Lange GmbH & Co. KG,TZB,Schläuche,SCHWALBE,M000006405,schwarz,25,40/62-584/635,UN,,,0,,,,0,,,,200,2026-03-01,50,2.54,2025-11-05,2.5442,2.41726,,,0,0,,0,,2023-01-31,6.99,8.9,0.214607,2.7,MC-AUSLAUF,6.99,6.99,Discontinued,0
X0007987-1,"AV19 Schlauch 27,5/29 Zoll - 40 mm",Nein/Nur in der Filiale Verfügbar,4026495099646,SB10430340,T046,MC,K1173,Paul Lange GmbH & Co. KG,TZB,Schläuche,SCHWALBE,M000006374,schwarz,25,40/62-584/635,UN,,,0,,,,0,,,,75,2026-03-01,25,2.45,2025-11-05,2.4491,2.402201,,,0,0,,2.44,,2023-01-30,6.99,8.9,0.214607,2.9,MC-AUSLAUF-X,6.99,6.99,Discontinued,0
X0009512-1,SV13 Schlauch 26 Zoll - 40 mm für Automat,Nein/Nur in der Filiale Verfügbar,,,T046,MC,,,TZB,Schläuche,SCHWALBE,M000006397,schwarz,25,40/62-559,UN,,,0,,,,25,,,,,,,,2026-01-15,2.7824,2.69257,,,0,0,,69.47,,2023-01-31,6.99,8.9,0.214607,2.5,XXL Filialartikel,6.99,6.99,Discontinued,0
X0047406-1,Livorno,JA,4061929024870,212000000287,F001,Filippo,K2058,Framework Mobility GmbH,Bike,City,PASSAT,M000034624,applegreen white yellow,26,47 CM,DA,DOP,28,0,,,,0,,,,10,2026-03-31,10,232.93,2020-05-15,142.94,32.986923,,,0,0,,0,,2020-01-01,379.99,529.99,0.283024,2.7,FC: Season bis  MY22,259.99,259.99,Active,0
X0047406-2,Livorno,JA,4061929024887,212000000288,F001,Filippo,K2058,Framework Mobility GmbH,Bike,City,PASSAT,M000034624,applegreen white yellow,26,53 CM,DA,DOP,28,0,,,,2,,,2,3,2026-03-31,3,232.93,2026-03-02,194.87,111.354286,,,0,0,,779.48,,2026-03-22,379.99,529.99,0.283024,1.9,FC: Season bis  MY22,259.99,259.99,Active,0
X0047355-1,ROUTE 110,JA,4061929022753,212000000075,F003,Filippo,K2058,Framework Mobility GmbH,Bike,Trekking ST,CARVER,M000009277,white darkanthracite neongreen,25,45 CM,DA,DSP,28,0,,,,0,,,,,,,,2023-06-30,395.61,371.751786,,,0,0,,378.52,,2020-05-08,749.99,849.99,0.117648,1.9,,,,Active,0
X0047355-3,ROUTE 110,JA,4061929022777,212000000077,F003,Filippo,K2058,Framework Mobility GmbH,Bike,Trekking ST,CARVER,M000009277,white darkanthracite neongreen,25,55 CM,DA,DSP,28,0,,,,3,,,,,,,,2024-10-01,395.61,363.4346,,,0,0,,1116.91,,2020-05-08,749.99,849.99,0.117648,1.9,,,,Active,0
X0047359-2,ROUTE 130,JA,4061929022906,212000000090,F003,Filippo,K2058,Framework Mobility GmbH,Bike,Trekking ST,CARVER,M000009281,white silver darkanthracite,25,50 CM,DA,DSP,28,0,,,,8,,,,,,,,2023-06-30,552.3,514.583396,,,0,0,,4221.37,,2020-02-11,999.99,1099.99,0.09091,1.8,,,,Active,0
X0047360-2,ROUTE 130,JA,4061929022869,212000000086,F003,Filippo,K2058,Framework Mobility GmbH,Bike,Trekking ST,CARVER,M000009282,midgrey anthracite neongreen,25,55 CM,HE,DIA,28,0,,,,9,,,,,,,,2023-07-10,552.3,516.675763,,,0,0,,5344.35,,2020-02-11,999.99,1099.99,0.09091,1.8,,,,Active,0
X0047371-3,Tour 110,JA,4061929023378,212000000137,F003,Filippo,K2058,Framework Mobility GmbH,Bike,Trekking ST,CARVER,M000009344,darkanthracite black red,25,55 CM,DA,DSP,28,0,,,,6,,,,,,,,2024-10-01,395.71,356.0784,,,0,0,,2374.26,,2020-05-08,749.99,849.99,0.117648,1.9,,,,Active,0
X0047377-3,Tour 130,JA,4061929023705,212000000170,F003,Filippo,K2058,Framework Mobility GmbH,Bike,Trekking ST,CARVER,M000009350,titan black white,25,55 CM,DA,DSP,28,0,,,,6,,,,,,,,2024-10-01,580.45,580.45,,,0,0,,3482.7,,2024-10-10,1099.99,1199.99,0.083334,1.9,,,,Active,0
X0047387-1,Arco 100,JA,4061929024382,212000000238,F003,Filippo,K2058,Framework Mobility GmbH,Bike,Trekking ST,LAKES,M000021481,titan darksilver red,26,45 CM,DA,DKO,28,0,,,,3,,,,7,2026-03-31,7,352.93,2026-03-02,287.17,156.158824,,,0,0,,861.51,,2021-07-14,549.99,649.99,0.153849,1.9,,,,Active,0
X0047387-2,Arco 100,JA,4061929024399,212000000239,F003,Filippo,K2058,Framework Mobility GmbH,Bike,Trekking ST,LAKES,M000021481,titan darksilver red,26,50 CM,DA,DKO,28,0,,,,0,,,,18,2026-03-31,18,352.93,2022-02-11,270.87,45.792273,,,0,0,,0,,2019-12-31,549.99,649.99,0.153849,2,,,,Active,0
X0047388-1,Arco 100,JA,4061929024351,212000000235,F003,Filippo,K2058,Framework Mobility GmbH,Bike,Trekking ST,LAKES,M000021482,titan darksilver red,26,46 CM,DA,DSP,28,0,,,,1,,,,11,2026-03-31,11,352.93,2026-03-02,287.17,120.1475,,,0,0,,287.17,,2021-11-03,549.99,649.99,0.153849,1.9,,,,Active,0
X0047388-2,Arco 100,JA,4061929024368,212000000236,F003,Filippo,K2058,Framework Mobility GmbH,Bike,Trekking ST,LAKES,M000021482,titan darksilver red,26,52 CM,DA,DSP,28,0,,,,9,,,,4,2026-03-31,4,287.17,2026-03-02,287.17,222.64,,,0,0,,2584.53,,2019-12-31,549.99,649.99,0.153849,1.9,,,,Active,0
X0047390-1,ARCO 80,JA,4061929024177,212000000217,F003,Filippo,K2058,Framework Mobility GmbH,Bike,Trekking ST,LAKES,M000021484,white silver berry,26,45 CM,DA,DKO,28,0,,,,11,,,2,4,2026-03-31,4,282.35,2026-03-02,229.16,183.705882,,,0,0,,2979.08,,2020-03-10,449.99,549.99,0.181821,2,,,,Active,0
X0047390-2,ARCO 80,JA,4061929024184,212000000218,F003,Filippo,K2058,Framework Mobility GmbH,Bike,Trekking ST,LAKES,M000021484,white silver berry,26,50 CM,DA,DKO,28,0,,,,12,,,,2,2026-03-31,2,282.35,2026-03-02,229.16,187.03186,,,0,0,,2749.92,,2020-03-10,449.99,549.99,0.181821,2,,,,Active,0
X0047391-1,ARCO 80,JA,4061929024146,212000000214,F003,Filippo,K2058,Framework Mobility GmbH,Bike,Trekking ST,LAKES,M000021485,white silver berry,26,46 CM,DA,DSP,28,0,,,,10,,,1,,,,,2026-03-02,229.16,209.234717,,,0,0,,2520.76,,2020-03-10,449.99,549.99,0.181821,2,,,,Active,0
X0047391-2,ARCO 80,JA,4061929024153,212000000215,F003,Filippo,K2058,Framework Mobility GmbH,Bike,Trekking ST,LAKES,M000021485,white silver berry,26,52 CM,DA,DSP,28,0,,,,9,,,3,11,2026-03-31,11,317.64,2026-03-02,229.16,162.949167,,,0,0,,2749.92,,2020-01-01,449.99,549.99,0.181821,2,,,,Active,0
X0047391-3,ARCO 80,JA,4061929024160,212000000216,F003,Filippo,K2058,Framework Mobility GmbH,Bike,Trekking ST,LAKES,M000021485,white silver berry,26,56 CM,DA,DSP,28,0,,,,3,,,,,,,,2026-03-02,229.16,195.6016,,,0,0,,687.48,,2020-03-10,449.99,549.99,0.181821,2,,,,Active,0
X0047392-1,ARCO 80,JA,4061929024108,212000000210,F003,Filippo,K2058,Framework Mobility GmbH,Bike,Trekking ST,LAKES,M000021486,darkanthracite black silver,26,50 CM,HE,DIA,28,0,,,,12,,,,2,2026-03-31,2,282.35,2026-03-02,229.16,190.963043,,,0,0,,2749.92,,2020-03-10,449.99,549.99,0.181821,2,,,,Active,0
X0047392-2,ARCO 80,JA,4061929024115,212000000211,F003,Filippo,K2058,Framework Mobility GmbH,Bike,Trekking ST,LAKES,M000021486,darkanthracite black silver,26,55 CM,HE,DIA,28,0,,,,6,,,,10,2026-03-31,10,282.35,2026-03-02,229.16,150.209804,,,0,0,,1374.96,,2020-01-01,449.99,549.99,0.181821,2,,,,Active,0
X0047392-3,ARCO 80,JA,4061929024122,212000000212,F003,Filippo,K2058,Framework Mobility GmbH,Bike,Trekking ST,LAKES,M000021486,darkanthracite black silver,26,60 CM,HE,DIA,28,0,,,,9,,,,1,2026-03-31,1,282.35,2026-03-02,229.16,194.178,,,0,0,,2062.44,,2020-03-10,449.99,549.99,0.181821,2,,,,Active,0
X0047393-1,ARCO 90,JA,4061929024269,212000000226,F003,Filippo,K2058,Framework Mobility GmbH,Bike,Trekking ST,LAKES,M000021487,black brownsilver greensilver,26,45 CM,DA,DKO,28,0,,,,13,,,,7,2026-03-31,7,352.93,2026-03-02,251.28,183.607333,,,0,0,,3290.92,,2020-04-16,499.99,599.99,0.166669,2,,,,Active,0
X0047393-2,ARCO 90,JA,4061929024276,212000000227,F003,Filippo,K2058,Framework Mobility GmbH,Bike,Trekking ST,LAKES,M000021487,black brownsilver greensilver,26,50 CM,DA,DKO,28,0,,,,12,,,,4,2026-03-31,4,317.64,2026-03-02,251.28,204.83775,,,0,0,,3043.24,,2020-01-01,499.99,599.99,0.166669,2,,,,Active,0
X0047394-4,ARCO 90,JA,4061929024283,212000000228,F003,Filippo,K2058,Framework Mobility GmbH,Bike,Trekking ST,LAKES,M000021488,redmetal darksilver beige,26,46 CM,DA,DSP,28,0,,,,5,,,,,,,,2026-03-02,251.28,233.836,,,0,0,,1256.4,,2021-07-14,499.99,599.99,0.166669,2,,,,Active,0
X0047394-5,ARCO 90,JA,4061929024290,212000000229,F003,Filippo,K2058,Framework Mobility GmbH,Bike,Trekking ST,LAKES,M000021488,redmetal darksilver beige,26,50 CM,DA,DSP,28,0,,,,10,,,,1,2026-03-31,1,251.28,2026-03-02,251.28,219.795556,,,0,0,,2512.8,,2020-01-01,499.99,599.99,0.166669,2,,,,Active,0
X0047395-2,ARCO 90,JA,4061929024207,212000000220,F003,Filippo,K2058,Framework Mobility GmbH,Bike,Trekking ST,LAKES,M000021489,black brownsilver greensilver,26,55 CM,HE,DIA,28,0,,,,13,,,,1,2026-03-31,1,317.64,2026-03-02,251.28,220.646667,,,0,0,,3266.64,,2020-01-01,499.99,599.99,0.166669,2,,,,Active,0
X0047396-1,FREE 100,JA,4061929024443,212000000244,F003,Filippo,K2058,Framework Mobility GmbH,Bike,Trekking ST,LAKES,M000021504,black turquoise anthracite,26,46 CM,DA,DSP,28,0,,,,0,,,,3,2026-03-31,3,374.11,2025-01-01,276.92,208.258824,,,0,0,,0,,2020-03-24,529.99,649.99,0.184618,1.9,,,,Active,0
X0047396-5,FREE 100,JA,4061929024481,212000000248,F003,Filippo,K2058,Framework Mobility GmbH,Bike,Trekking ST,LAKES,M000021504,white turquoise silver,26,52 CM,DA,DSP,28,0,,,,12,,,1,8,2026-03-31,8,374.11,2026-03-02,276.92,212.074545,,,0,0,,3599.96,,2020-01-01,529.99,649.99,0.184618,1.9,,,,Active,0
X0047397-1,FREE 100,JA,4061929024405,212000000240,F003,Filippo,K2058,Framework Mobility GmbH,Bike,Trekking ST,LAKES,M000021505,black turquoise anthracite,26,50 CM,HE,DIA,28,0,,,,0,,,,13,2026-03-31,13,276.92,2023-01-30,276.92,181.810769,,,0,0,,0,,2020-03-10,529.99,649.99,0.184618,1.9,,,,Active,0
X0047398-2,FREE 110,JA,4061929024559,212000000255,F003,Filippo,K2058,Framework Mobility GmbH,Bike,Trekking ST,LAKES,M000021506,telegrey greenishyellow grey,26,52 CM,DA,DSP,28,0,,,,11,,,,,,,,2025-01-01,312.82,290.529375,,,0,0,,3441.02,,2020-01-01,599.99,749.99,0.200003,1.9,,,,Active,0
X0047398-3,FREE 110,JA,4061929024566,212000000256,F003,Filippo,K2058,Framework Mobility GmbH,Bike,Trekking ST,LAKES,M000021506,telegrey greenishyellow grey,26,56 CM,DA,DSP,28,0,,,,8,,,,,,,,2026-03-02,312.82,291.356786,,,0,0,,2470.2,,2020-03-10,599.99,749.99,0.200003,1.9,,,,Active,0
X0047399-1,FREE 110,JA,4061929024504,212000000250,F003,Filippo,K2058,Framework Mobility GmbH,Bike,Trekking ST,LAKES,M000021507,telegrey greenishyellow grey,26,50 CM,HE,DIA,28,0,,,,9,,,,,,,,2025-01-01,312.82,293.315758,,,0,0,,2815.38,,2020-03-10,599.99,749.99,0.200003,1.9,,,,Active,0
X0047399-2,FREE 110,JA,4061929024511,212000000251,F003,Filippo,K2058,Framework Mobility GmbH,Bike,Trekking ST,LAKES,M000021507,telegrey greenishyellow grey,26,55 CM,HE,DIA,28,0,,,,9,,,,,,,,2025-01-01,312.82,288.183966,,,0,0,,2815.38,,2020-01-01,599.99,749.99,0.200003,1.9,,,,Active,0
X0047399-3,FREE 110,JA,4061929024528,212000000252,F003,Filippo,K2058,Framework Mobility GmbH,Bike,Trekking ST,LAKES,M000021507,telegrey greenishyellow grey,26,60 CM,HE,DIA,28,0,,,,7,,,,5,2026-03-31,5,423.52,2026-03-02,312.82,209.956842,,,0,0,,2189.74,,2020-03-24,599.99,749.99,0.200003,1.9,,,,Active,0
X0047400-2,Free 120,JA,4061929024627,212000000262,F003,Filippo,K2058,Framework Mobility GmbH,Bike,Trekking ST,LAKES,M000021508,darkanthracite orange black,26,52 CM,DA,DSP,28,0,,,,15,,,,1,2026-03-31,1,364.1,2026-03-02,364.1,325.765854,,,0,0,,5461.5,,2020-01-01,699.99,849.99,0.176473,1.9,,,,Active,0
X0047400-3,Free 120,JA,4061929024634,212000000263,F003,Filippo,K2058,Framework Mobility GmbH,Bike,Trekking ST,LAKES,M000021508,darkanthracite orange black,26,56 CM,DA,DSP,28,0,,,,4,,,,6,2026-03-31,6,364.1,2026-03-02,364.1,221.726842,,,0,0,,1456.4,,2020-03-10,699.99,849.99,0.176473,1.9,,,,Active,0
X0047401-1,Free 120,JA,4061929024573,212000000257,F003,Filippo,K2058,Framework Mobility GmbH,Bike,Trekking ST,LAKES,M000021509,darkanthracite orange black,26,50 CM,HE,DIA,28,0,,,,6,,,,,,,,2023-01-30,364.1,337.818214,,,0,0,,2111.5,,2020-03-10,699.99,849.99,0.176473,1.9,,,,Active,0
X0047343-2,Cinos 150 30s,JA,4061929022340,212000000034,F004,Filippo,K2058,Framework Mobility GmbH,Bike,Trekking OR,CARVER,M000009245,black anthracite silver,26,50 CM,DA,DSP,28,0,,,,5,,,,,,,,2024-02-08,663.77,658.099,,,0,0,,3318.85,,2020-01-01,1199.99,1599.99,0.250002,1.8,DW:Feld_Carver_FP_Neu_12032026,1199.99,1199.99,Active,0
X0047344-1,Cinos 150 30s,JA,4061929022296,212000000029,F004,Filippo,K2058,Framework Mobility GmbH,Bike,Trekking OR,CARVER,M000009246,black anthracite silver,26,50 CM,HE,DIA,28,0,,,,7,,,,,,,,2023-11-30,663.77,663.77,,,0,0,,4646.39,,2023-11-29,1199.99,1599.99,0.250002,1.8,DW:Feld_Carver_FP_Neu_12032026,1199.99,1199.99,Active,0
X0047344-2,Cinos 150 30s,JA,4061929022302,212000000030,F004,Filippo,K2058,Framework Mobility GmbH,Bike,Trekking OR,CARVER,M000009246,black anthracite silver,26,55 CM,HE,DIA,28,0,,,,6,,,,,,,,2023-11-30,663.77,660.704595,,,0,0,,3964.23,,2020-02-11,1199.99,1599.99,0.250002,1.8,DW:Feld_Carver_FP_Neu_12032026,1199.99,1199.99,Active,0
X0047402-1,Preload 110,JA,4061929024689,212000000268,F004,Filippo,K2058,Framework Mobility GmbH,Bike,Trekking OR,LAKES,M000021510,midgrey darksilver pink,26,46 CM,DA,DSP,28,0,,,,12,,,,,,,,2026-03-02,312.82,296.0592,,,0,0,,3753.84,,2021-08-02,599.99,699.99,0.142859,1.9,,,,Active,0
X0047402-2,Preload 110,JA,4061929024696,212000000269,F004,Filippo,K2058,Framework Mobility GmbH,Bike,Trekking OR,LAKES,M000021510,midgrey darksilver pink,26,52 CM,DA,DSP,28,0,,,,6,,,,6,2026-03-31,6,312.82,2026-03-02,312.82,214.322857,,,0,0,,1876.92,,2020-01-01,599.99,699.99,0.142859,1.9,,,,Active,0
X0047403-1,Preload 110,JA,4061929024641,212000000264,F004,Filippo,K2058,Framework Mobility GmbH,Bike,Trekking OR,LAKES,M000021511,midgrey darksilver green,26,50 CM,HE,DIA,28,0,,,,27,,,,,,,,2026-03-02,312.82,309.926944,,,0,0,,8446.14,,2021-07-14,599.99,699.99,0.142859,1.9,,,,Active,0
X0046843-2,Luca 21,JA,4061929021183,211900000729,F005,Filippo,K2058,Framework Mobility GmbH,Bike,ATB,BELLINI,M000008098,dark bluegreenishyellow,24,34 CM,KN,DIA,24,0,,,,8,,,,,,,,,,125.73,,,0,0,,1005.84,,2019-12-31,499.99,549.99,0.090911,,,,,Active,0
X0046849-2,Paul 6,JA,4061929021121,211900000723,F005,Filippo,K2058,Framework Mobility GmbH,Bike,ATB,BELLINI,M000008104,BlackNeonred,24,32 CM,KN,DIA,20,0,,,,3,,,,,,,,,,117.13,,,0,0,,351.39,,2019-12-31,439.99,439.99,0,,,,,Active,0
X0008411-1,Korb Uni,JA,4018861001773,0397KLIK,Z061,CK,K1039,ASISTA Teile fürs Rad GMBH + CO. KG,TZB,Korb vorne,RIXEN&KAUL,M000100673,schwarz,26,16 Liter,UN,,,0,,,,10,,,,,,,,2026-03-17,12.2,12.310242,,,0,0,,158.6,,2023-03-01,24.99,29.95,0.165609,2,"CK-1,9-1,9-3525-NOS-A",22.99,22.99,Active,0
X0008447-1,Korb Uni,JA,4018861001780,0397ksi,Z061,CK,K1039,ASISTA Teile fürs Rad GMBH + CO. KG,TZB,Korb vorne,RIXEN&KAUL,M000032926,Silber,26,16 Liter,UN,,,0,,,,9,,,1,,,,,2026-03-17,12.6,12.59,,,0,0,,126,,2023-03-01,29.95,29.95,0,2.4,"CK-1,9-2,3-01-24-NOS-A",29.95,29.95,Active,0
X0008453-1,Korb Structura,JA,4018861000073,0380klik,Z061,CK,K1039,ASISTA Teile fürs Rad GMBH + CO. KG,TZB,Korb vorne,RIXEN&KAUL,M000096256,schwarz,26,16 L,UN,,,0,,,,10,,,,,,,,2025-07-02,28.4,28.368,,,0,0,,282.05,,2023-04-27,49.99,69.95,0.285347,1.8,"CK-2,0-2,3-0124",49.99,49.99,Active,0
X0008455-1,Korb Structura,JA,4018861000844,0383klik,Z061,CK,K1039,ASISTA Teile fürs Rad GMBH + CO. KG,TZB,Korb vorne,RIXEN&KAUL,M000096255,braun EF,26,16 L,UN,,,0,,,,4,,,,,,,,2026-03-17,28.4,28.525,,,0,0,,113.6,,2023-04-27,51.99,69.95,0.256755,1.8,"CK-1,7-1,7-3525-NOS-A",51.99,51.99,Active,0
X0032936-1,Korb Struktura Oval,JA,4030572102921,0376OBR,Z061,CK,K1039,ASISTA Teile fürs Rad GMBH + CO. KG,TZB,Korb vorne,RIXEN&KAUL,M000096257,braun,26,16 L,UN,,,0,,,,16,,,1,,,,,2025-12-23,28.4,28.698636,,,0,0,,488.95,,2023-04-27,49.99,69.95,0.285347,1.8,"CK-1,7-1,7-3525-NOS-A",49.99,49.99,Active,0
X0033264-1,Bikebasket,JA,4030572002948,0303FS,Z061,CK,K1039,ASISTA Teile fürs Rad GMBH + CO. KG,TZB,Korb vorne,REISENTHEL,M000072196,Fleur Schwarz,23,15 L,UN,,,0,,,,55,,,,,,,,2025-07-02,30.2,29.083333,,,0,0,,1676.8,,2021-03-25,52.99,72.95,0.273612,1.8,"CK-1,6-1,6-NOS-A",52.99,52.99,Active,0
X0033264-2,Bikebasket,JA,4030572102259,0303BA,Z061,CK,K1039,ASISTA Teile fürs Rad GMBH + CO. KG,TZB,Korb vorne,REISENTHEL,M000072196,Bubbles Anthrazit,23,15 L,UN,,,0,,,,57,,,,,,,,2025-12-23,30.2,28.348252,,,0,0,,1730.06,,2021-04-12,52.99,72.95,0.273612,1.8,"CK-1,6-1,6-NOS-A",52.99,52.99,Active,0
X0033264-5,Bikebasket,JA,4030572003174,0303DO,Z061,CK,K1039,ASISTA Teile fürs Rad GMBH + CO. KG,TZB,Korb vorne,REISENTHEL,M000072196,dots,23,15 L,UN,,,0,,,,61,,,,,,,,2025-07-02,30.2,28.156557,,,0,0,,1846.87,,2021-04-08,52.99,72.95,0.273612,1.8,"CK-1,6-1,6-NOS-A",52.99,52.99,Active,0
X0033264-6,Bikebasket,JA,4030572002368,0303S,Z061,CK,K1039,ASISTA Teile fürs Rad GMBH + CO. KG,TZB,Korb vorne,REISENTHEL,M000072196,schwarz,23,15 L,UN,,,0,,,,5,,,1,,,,,2026-03-09,30.2,27.951667,,,0,0,,181.2,,2021-04-12,52.99,72.95,0.273612,1.8,"CK-1,8-1,8-3525-NOS-A",52.99,52.99,Active,0
X0009517-1,Scheinwerferhalter 475 D,JA,4006021006195,3105335,T119,CC,K1127,Hermann Hartje KG,TZB,Beleuchtung E.Teile/Zub.,BUM,M000014914,Silber,22,OSZ,UN,,,0,,,,1,,,1,,,,,2025-06-01,2.03,2.03,,,0,0,,4.06,,2022-07-12,3.99,4.9,0.185714,2,CC-Beleuchtung-1225,3.99,3.99,Active,0
X0011722-6,R 1,JA,4015731051722,5172,R022,CC,K1222,PUKY GmbH & Co KG,TZB,Tretroller,PUKY,M000078231,rosé,23,OSZ,KI,SON,-,0,,,,5,,,,,,,,2021-02-26,33.261,33.260571,,,0,0,,166.31,,2019-12-31,79.99,84.99,0.05883,2.4,CC:Puky_AK_FP_Neu_04122024,79.99,79.99,Active,0
X0015952-1,Schaltauge Cinos,JA,,221600002418,T019,MC,K2058,Framework Mobility GmbH,TZB,Rahmen/Gabel E-Teile,CARVER,M000005203,-,NOS,OSZ,KA,,,0,,,,39,,,,,,,,2025-12-09,1.35,1.35,,,0,0,,52.65,,2025-12-09,4.86,4.99,0.026052,3.6,MC-CARVER-UVP,4.99,4.99,Active,0
